:START_ID,:END_ID,:type,article_id,od
产业化,龙头企业,在,"151,173,189,537,554,605,631,862",在:产业化:龙头企业
法人,县级扶贫办,在,151,在:法人:县级扶贫办
县级扶贫办,审核,在,151,在:县级扶贫办:审核
创业致富带头人,贫困村,在,151,在:创业致富带头人:贫困村
贫困农户,创业致富带头人,在,151,在:贫困农户:创业致富带头人
创业致富带头人,创业致富带头人和创业贫困户,在,151,在:创业致富带头人:创业致富带头人和创业贫困户
培训,创业致富带头人,在,151,在:培训:创业致富带头人
创业致富带头人,国务院,在,151,在:创业致富带头人:国务院
国务院,培训,在,"151,836",在:国务院:培训
创业农户,培训,在,151,在:创业农户:培训
培训,创业农户,在,151,在:培训:创业农户
培训,贫困村,在,151,在:培训:贫困村
贫困农户,培训,在,151,在:贫困农户:培训
创业致富带头人,创业致富带头人，作为创业农户,在,151,在:创业致富带头人:创业致富带头人，作为创业农户
贫困农户,贫困农户数确定，原则上每100个贫困户应创建2个实践基地，要注重实践基地选育的多样性，使创业农户,在,151,在:贫困农户:贫困农户数确定，原则上每100个贫困户应创建2个实践基地，要注重实践基地选育的多样性，使创业农户
1+11”精准创业帮扶模式，“1,11”就是采用“师傅带徒弟,在,151,在:1+11”精准创业帮扶模式，“1:11”就是采用“师傅带徒弟
两个带头人,贫困村,在,151,在:两个带头人:贫困村
贫困农户,贫困村,在,151,在:贫困农户:贫困村
致富带头人,贫困村,在,151,在:致富带头人:贫困村
贫困村,就业,在,151,在:贫困村:就业
创业致富带头人,创业农户,在,151,在:创业致富带头人:创业农户
创业致富带头人,贷款,在,151,在:创业致富带头人:贷款
法人,金融机构,在,"151,838",在:法人:金融机构
金融机构,银行,在,"151,314,315,529,838,885",在:金融机构:银行
贷款,贷款资金,在,151,在:贷款:贷款资金
贷款资金,致富带头人,在,151,在:贷款资金:致富带头人
致富带头人,银行,在,151,在:致富带头人:银行
贷款,贴息,在,"151,237,238,270,291,313,353,413,503,529,540,542,543,554,559,560,566,583,584,585,588,668,694,827,834,887,892",在:贷款:贴息
创业致富带头人,数量和增收效果等进行考核,在,151,在:创业致富带头人:数量和增收效果等进行考核
数量和增收效果等进行考核,数量和增收效果等进行考核评,在,151,在:数量和增收效果等进行考核:数量和增收效果等进行考核评
创业致富带头人,创业致富带头人创办企业、实施项目、享受政策扶持等情况，以及带贫,在,151,在:创业致富带头人:创业致富带头人创办企业、实施项目、享受政策扶持等情况，以及带贫
创业致富带头人创办企业、实施项目、享受政策扶持等情况，以及带贫,创业致富带头人创办企业、实施项目、享受政策扶持等情况，以及带贫人,在,151,在:创业致富带头人创办企业、实施项目、享受政策扶持等情况，以及带贫:创业致富带头人创办企业、实施项目、享受政策扶持等情况，以及带贫人
创业致富带头人,建档立卡贫困户,在,151,在:创业致富带头人:建档立卡贫困户
建档立卡贫困户,培训,在,151,在:建档立卡贫困户:培训
创业致富带头人,附件,在,151,在:创业致富带头人:附件
附件,培训,在,151,在:附件:培训
培训,建档立卡贫困户,在,151,在:培训:建档立卡贫困户
建档立卡贫困户,附件,在,151,在:建档立卡贫困户:附件
附件,贫困村,在,151,在:附件:贫困村
厦门市,平潭综合实验区,在,"153,226,239,240",在:厦门市:平潭综合实验区
金融,省财政厅,在,"153,543",在:金融:省财政厅
省财政厅,省商务厅,在,"153,226,228",在:省财政厅:省商务厅
营产业化水平及提高基地产品品质、扩充产品,营产业化水平及提高基地产品品质、扩充产品品,在,"153,226",在:营产业化水平及提高基地产品品质、扩充产品:营产业化水平及提高基地产品品质、扩充产品品
专项资金,专项资金分配使用，强化资金,在,"153,226",在:专项资金:专项资金分配使用，强化资金
省财政厅,专项资金,在,"153,226",在:省财政厅:专项资金
附件,省商务厅,在,"153,222,225,226",在:附件:省商务厅
金融,社会事业局,在,"154,227",在:金融:社会事业局
人民政府,大众创业万众创新,在,154,在:人民政府:大众创业万众创新
创新券,附件,在,154,在:创新券:附件
附件,创新券,在,154,在:附件:创新券
财政部,财政部办公厅,在,"155,221,748",在:财政部:财政部办公厅
福建省,省财政厅,在,"155,194,195,222,789,803,858",在:福建省:省财政厅
福建省,农业机械,在,155,在:福建省:农业机械
企业注册登记表,附件,在,156,在:企业注册登记表:附件
附件,企业注册登记表,在,156,在:附件:企业注册登记表
福建省,知识产权证明材料,在,156,在:福建省:知识产权证明材料
知识产权证明材料,附件材料,在,156,在:知识产权证明材料:附件材料
附件材料,知识产权,在,156,在:附件材料:知识产权
知识产权,权属变更证明,在,156,在:知识产权:权属变更证明
人力资源证明材料,职工,在,156,在:人力资源证明材料:职工
福建省,人力资源证明材料,在,156,在:福建省:人力资源证明材料
人力资源证明材料,附件材料,在,156,在:人力资源证明材料:附件材料
附件材料,企业职工,在,156,在:附件材料:企业职工
福建省,企业研究开发活动情况表,在,156,在:福建省:企业研究开发活动情况表
企业研究开发活动情况表,附件材料,在,156,在:企业研究开发活动情况表:附件材料
福建省,上年度高新技术产品（服务）情况表,在,156,在:福建省:上年度高新技术产品（服务）情况表
科技成果,发明专利,在,156,在:科技成果:发明专利
福建省,研究开发与技术创新组织管理情况表,在,156,在:福建省:研究开发与技术创新组织管理情况表
科技成果,劳模,在,156,在:科技成果:劳模
劳模,高校,在,156,在:劳模:高校
营业执照,营业执照扫描件,在,156,在:营业执照:营业执照扫描件
福建省,营业执照,在,"156,894",在:福建省:营业执照
审计,承诺书,在,156,在:审计:承诺书
审计,营业执照,在,156,在:审计:营业执照
审计,附件,在,156,在:审计:附件
科技部,创新创业大赛,在,"157,793",在:科技部:创新创业大赛
科技部,财政部,在,"157,600,793",在:科技部:财政部
财政部,工商联,在,"157,793",在:财政部:工商联
工商联,大赛,在,"157,793",在:工商联:大赛
福建省,厦门,在,"157,221,227,364,778,793,812",在:福建省:厦门
社会事业局,附件,在,"157,793,861",在:社会事业局:附件
省委,省发改委,在,"158,222,241,684,694,820",在:省委:省发改委
工信厅,福建军民融合项目成果对接会暨军民融合高新技术成果展”（以下简称“对接会暨成果展,在,158,在:工信厅:福建军民融合项目成果对接会暨军民融合高新技术成果展”（以下简称“对接会暨成果展
福建军民融合项目成果对接会暨军民融合高新技术成果展”（以下简称“对接会暨成果展,福州,在,158,在:福建军民融合项目成果对接会暨军民融合高新技术成果展”（以下简称“对接会暨成果展:福州
科技成果,附件,在,158,在:科技成果:附件
科研院所,附件,在,158,在:科研院所:附件
附件,科技成果,在,158,在:附件:科技成果
科技成果,科研院所,在,158,在:科技成果:科研院所
省委,两会,在,159,在:省委:两会
人才,高校,在,"159,310,413,725,771,781,805,833,843,885,892,906",在:人才:高校
新兴产业,高校,在,159,在:新兴产业:高校
外国专家,科技部,在,159,在:外国专家:科技部
科技部,引进项目,在,159,在:科技部:引进项目
培训,培训等引智成果示范推广任务的，可申请引智成果推广经费支持（引智成果推广经费应单独申报，专款,在,159,在:培训:培训等引智成果示范推广任务的，可申请引智成果推广经费支持（引智成果推广经费应单独申报，专款
示范基地,科技部,在,159,在:示范基地:科技部
福建自由贸易试验区、国家生态文明试验区,福州,在,159,在:福建自由贸易试验区、国家生态文明试验区:福州
前沿领域,卡脖子,在,159,在:前沿领域:卡脖子
卡脖子,人才,在,159,在:卡脖子:人才
走出去,人才,在,159,在:走出去:人才
绿色发展,美丽福建,在,159,在:绿色发展:美丽福建
美丽福建,外国专家,在,159,在:美丽福建:外国专家
中国境内设立的企业、科研院所,高校,在,159,在:中国境内设立的企业、科研院所:高校
高校,法人,在,"159,312",在:高校:法人
自主知识产权,人才,在,159,在:自主知识产权:人才
项目申报单位,福建省,在,159,在:项目申报单位:福建省
福建省,文档下载,在,"159,787",在:福建省:文档下载
高端外国专家引进计划申报书,附件材料,在,159,在:高端外国专家引进计划申报书:附件材料
申报书,附件材料,在,159,在:申报书:附件材料
附件材料,审核,在,159,在:附件材料:审核
平潭综合实验区,项目申报单位,在,159,在:平潭综合实验区:项目申报单位
项目申报单位,社会事业局,在,159,在:项目申报单位:社会事业局
社会事业局,审核,在,"159,861",在:社会事业局:审核
项目申报单位,审核,在,159,在:项目申报单位:审核
社会事业局,项目申报单位,在,159,在:社会事业局:项目申报单位
审核,科技部,在,"159,167",在:审核:科技部
科技部,外国专家项目管理信息系统,在,159,在:科技部:外国专家项目管理信息系统
外国专家项目管理信息系统,审核,在,159,在:外国专家项目管理信息系统:审核
项目申报单位,申报书,在,159,在:项目申报单位:申报书
社会事业局,海外）专家局,在,159,在:社会事业局:海外）专家局
海外）专家局,审核,在,159,在:海外）专家局:审核
科技部,审批,在,159,在:科技部:审批
项目申报单位,外国专家,在,159,在:项目申报单位:外国专家
外国专家,知识产权,在,159,在:外国专家:知识产权
项目申报单位,风险,在,159,在:项目申报单位:风险
风险,预警,在,"159,241,636,664,838,885",在:风险:预警
预警,外国专家,在,159,在:预警:外国专家
省政府,福建省,在,"159,222,556",在:省政府:福建省
福建省,科技小巨人领军企业,在,"160,198,674",在:福建省:科技小巨人领军企业
省发改委,省工信厅,在,"160,418,446,529,609,800",在:省发改委:省工信厅
财政部,人民政府,在,160,在:财政部:人民政府
人民政府,工作联席会议,在,"160,198",在:人民政府:工作联席会议
科技小巨人领军企业培育工作联席会议,审核,在,"160,198",在:科技小巨人领军企业培育工作联席会议:审核
审核,科技小巨人领军企业培育发展库,在,"160,198",在:审核:科技小巨人领军企业培育发展库
落实情况,附件,在,160,在:落实情况:附件
科技小巨人领军企业,落实情况,在,160,在:科技小巨人领军企业:落实情况
科学技术厅,创新券,在,"162,204,548",在:科学技术厅:创新券
创新券,平潭综合实验区,在,162,在:创新券:平潭综合实验区
平潭综合实验区,科研基础设施,在,"162,552",在:平潭综合实验区:科研基础设施
创新资金,创新资金项目,在,"162,204,552",在:创新资金:创新资金项目
大仪产权单位,中小企业,在,"162,552",在:大仪产权单位:中小企业
专项资金,申请表,在,"162,552",在:专项资金:申请表
入驻管理机构,入驻管理机构和省大仪产权单位,在,"162,552",在:入驻管理机构:入驻管理机构和省大仪产权单位
社会事业局,科研基础设施,在,162,在:社会事业局:科研基础设施
科研仪器,审核,在,"162,552",在:科研仪器:审核
入驻管理机构,科技创新券,在,"162,204",在:入驻管理机构:科技创新券
入驻管理机构,平潭综合实验区,在,"162,552",在:入驻管理机构:平潭综合实验区
社会事业局,大仪产权单位,在,162,在:社会事业局:大仪产权单位
社会事业局,科技创新券,在,162,在:社会事业局:科技创新券
科技创新券管理信息系统,中小企业,在,162,在:科技创新券管理信息系统:中小企业
入驻管理机构,入驻管理机构与大仪产权单位,在,"162,552",在:入驻管理机构:入驻管理机构与大仪产权单位
入驻管理机构与大仪产权单位,审核,在,"162,552",在:入驻管理机构与大仪产权单位:审核
高新技术企业培育工作联席会议,高新技术企业,在,"163,336,648",在:高新技术企业培育工作联席会议:高新技术企业
福州,福建高新技术创业园,在,"163,196,845",在:福州:福建高新技术创业园
福建省,高新技术企业,在,"163,195,336,633,648",在:福建省:高新技术企业
国家科学技术奖,国家科学技术奖励工作办公室关于2019年度国家科学技术奖,在,164,在:国家科学技术奖:国家科学技术奖励工作办公室关于2019年度国家科学技术奖
福建省,仿制药,在,165,在:福建省:仿制药
仿制药,仿制药质量和疗,在,"165,314,315",在:仿制药:仿制药质量和疗
厦门,上市,在,165,在:厦门:上市
上市,口服固体制剂,在,165,在:上市:口服固体制剂
口服固体制剂,口服固体制剂仿,在,165,在:口服固体制剂:口服固体制剂仿
口服固体制剂仿,口服固体制剂仿制药,在,165,在:口服固体制剂仿:口服固体制剂仿制药
口服固体制剂仿制药,一致性评价工作,在,165,在:口服固体制剂仿制药:一致性评价工作
仿制药,申请表,在,165,在:仿制药:申请表
申请表,附件,在,"165,848",在:申请表:附件
社会事业局,人才,在,167,在:社会事业局:人才
人才,科研院所,在,"167,241,703",在:人才:科研院所
科研院所,法人,在,"167,863,901",在:科研院所:法人
新兴产业,人才,在,"167,687,885",在:新兴产业:人才
人才,人才推进计划暨国家“万人计划”科技创新领军人才,在,167,在:人才:人才推进计划暨国家“万人计划”科技创新领军人才
人才推进计划暨国家“万人计划”科技创新领军人才,人才,在,167,在:人才推进计划暨国家“万人计划”科技创新领军人才:人才
厦门,科技部,在,167,在:厦门:科技部
科技部,人才,在,"167,201",在:科技部:人才
自主知识产权,自主知识产权，至少拥有1项主营业务相关的发明专利,在,167,在:自主知识产权:自主知识产权，至少拥有1项主营业务相关的发明专利
自主知识产权，至少拥有1项主营业务相关的发明专利,自主知识产权，至少拥有1项主营业务相关的发明专利（或动植物新品种、著作权,在,167,在:自主知识产权，至少拥有1项主营业务相关的发明专利:自主知识产权，至少拥有1项主营业务相关的发明专利（或动植物新品种、著作权
人才,示范基地,在,"167,307",在:人才:示范基地
——申报单位,科研院所,在,167,在:——申报单位:科研院所
科技创新,人才,在,"167,787",在:科技创新:人才
人才,科技部,在,"167,201",在:人才:科技部
审核,附件材料,在,"167,201",在:审核:附件材料
高校,审核,在,"167,201",在:高校:审核
人才,审核,在,"167,201",在:人才:审核
审核,国家级高新区人选,在,"167,201",在:审核:国家级高新区人选
附件,人才,在,"168,703,794",在:附件:人才
法人,产业化,在,173,在:法人:产业化
知识产权,知识产权权,在,173,在:知识产权:知识产权权
附件,高新技术企业证书、企业研发经费投入结构明细表（加盖企业财务章）、体现经营收入的企业上年度利润表（加盖企业财务章,在,173,在:附件:高新技术企业证书、企业研发经费投入结构明细表（加盖企业财务章）、体现经营收入的企业上年度利润表（加盖企业财务章
高新技术企业证书、企业研发经费投入结构明细表（加盖企业财务章）、体现经营收入的企业上年度利润表（加盖企业财务章,产业化,在,173,在:高新技术企业证书、企业研发经费投入结构明细表（加盖企业财务章）、体现经营收入的企业上年度利润表（加盖企业财务章:产业化
福建省,科技重大专项专题立项建议,在,173,在:福建省:科技重大专项专题立项建议
附件,产业化,在,173,在:附件:产业化
审核,审核，并负责对申报材料进行网上推荐后，由申报单位通过项目,在,173,在:审核:审核，并负责对申报材料进行网上推荐后，由申报单位通过项目
开展项目评,开展项目评审工作,在,173,在:开展项目评:开展项目评审工作
开展项目评审工作,项目申报单位,在,173,在:开展项目评审工作:项目申报单位
国家税务总局,科技部,在,"174,885",在:国家税务总局:科技部
国家税务总局,加计扣除政策,在,174,在:国家税务总局:加计扣除政策
加计扣除政策,加计扣除政策落实工作,在,174,在:加计扣除政策:加计扣除政策落实工作
科技部,中小企业,在,174,在:科技部:中小企业
附件,科技部,在,"174,178,339,751,852",在:附件:科技部
加计扣除政策,加计扣除政策的事前事中事后管理和服务，引导企业规范研发项目管理和费用归集，确保政策,在,174,在:加计扣除政策:加计扣除政策的事前事中事后管理和服务，引导企业规范研发项目管理和费用归集，确保政策
加计扣除政策,国家税务总局,在,174,在:加计扣除政策:国家税务总局
福建省,福建省税,在,"174,547",在:福建省:福建省税
附件,税务局,在,174,在:附件:税务局
创新型企业中尚未获得过创新成果,创新型企业中尚未获得过创新成果后补助项目,在,175,在:创新型企业中尚未获得过创新成果:创新型企业中尚未获得过创新成果后补助项目
自主知识产权,知识产权,在,175,在:自主知识产权:知识产权
知识产权,知识产权授权,在,175,在:知识产权:知识产权授权
龙头企业,龙头企业等创新型企业,在,175,在:龙头企业:龙头企业等创新型企业
福建省,企业自评,在,175,在:福建省:企业自评
附件,附件1），准备证明,在,175,在:附件:附件1），准备证明
附件1），准备证明,附件,在,175,在:附件1），准备证明:附件
企业创新,补助项目（在2019年度专项资金,在,"175,180",在:企业创新:补助项目（在2019年度专项资金
福建省,创新型企业自评,在,175,在:福建省:创新型企业自评
高校,科技创新合作的已有成果,在,176,在:高校:科技创新合作的已有成果
社会事业局,高校,在,177,在:社会事业局:高校
科技部,厦门,在,177,在:科技部:厦门
科技成果,科技成果项目,在,177,在:科技成果:科技成果项目
金融,金融，智能商务，智能家居，智能教育，智能医疗，智能政务，智能交通，智能环保，智慧城市等科技项目成果,在,177,在:金融:金融，智能商务，智能家居，智能教育，智能医疗，智能政务，智能交通，智能环保，智慧城市等科技项目成果
金融，智能商务，智能家居，智能教育，智能医疗，智能政务，智能交通，智能环保，智慧城市等科技项目成果,人才,在,177,在:金融，智能商务，智能家居，智能教育，智能医疗，智能政务，智能交通，智能环保，智慧城市等科技项目成果:人才
社会事业局,科技成果,在,177,在:社会事业局:科技成果
科技成果,高校,在,"177,312",在:科技成果:高校
漳州,附件,在,180,在:漳州:附件
附件,附件证明,在,182,在:附件:附件证明
附件证明,附件证明材料,在,182,在:附件证明:附件证明材料
附件证明材料,附件证明材料原件,在,182,在:附件证明材料:附件证明材料原件
金融,国税局,在,185,在:金融:国税局
国税局,国税局、地税局,在,"185,241,903",在:国税局:国税局、地税局
高新技术企业,福建火炬高新技术创业园,在,185,在:高新技术企业:福建火炬高新技术创业园
福建火炬高新技术创业园,高新技术企业,在,185,在:福建火炬高新技术创业园:高新技术企业
福建省省,专项资金,在,"186,187,744,870",在:福建省省:专项资金
福建省产品质量检验研究院仪器设备后补助,福建省,在,187,在:福建省产品质量检验研究院仪器设备后补助:福建省
省政府,省政府办公厅,在,"188,257,470,560",在:省政府:省政府办公厅
工作联席会议,科技小巨人领军企业培育发展库,在,"188,470",在:工作联席会议:科技小巨人领军企业培育发展库
大众创业、万众创新,乡村,在,189,在:大众创业、万众创新:乡村
乡村,人才,在,"189,787",在:乡村:人才
平潭综合实验区,星创天地认定和评估工作,在,189,在:平潭综合实验区:星创天地认定和评估工作
科研院所,科研院所、企业科技人员发挥职业专长，到农村,在,189,在:科研院所:科研院所、企业科技人员发挥职业专长，到农村
互联网+,科技成果转移转化和产业化,在,189,在:互联网+:科技成果转移转化和产业化
金融,人才,在,"189,312",在:金融:人才
福建省,科技计划项目,在,"189,659,863",在:福建省:科技计划项目
福州,科技厅,在,190,在:福州:科技厅
福建省,科技企业孵化器,在,"192,217,218,727,844,887,909,910",在:福建省:科技企业孵化器
营业执照,营业执照副本复印件,在,192,在:营业执照:营业执照副本复印件
地及服务设施证明（相关资产证明,地及服务设施证明（相关资产证明或租赁协议，特殊领域的需要提供环保验收证明,在,192,在:地及服务设施证明（相关资产证明:地及服务设施证明（相关资产证明或租赁协议，特殊领域的需要提供环保验收证明
社会事业局,科研院所,在,193,在:社会事业局:科研院所
科研院所,科研院所和省直有关单位应认真核实把关，并于2017年5月11日前将申报技术转移机构,在,193,在:科研院所:科研院所和省直有关单位应认真核实把关，并于2017年5月11日前将申报技术转移机构
科研院所和省直有关单位应认真核实把关，并于2017年5月11日前将申报技术转移机构,附件,在,193,在:科研院所和省直有关单位应认真核实把关，并于2017年5月11日前将申报技术转移机构:附件
福建省,科技成果,在,"193,273,745,746,784,838,863,901",在:福建省:科技成果
省财政厅,附件,在,"194,195,238,688",在:省财政厅:附件
高新技术企业,培训,在,"195,197",在:高新技术企业:培训
培训,高新技术企业,在,195,在:培训:高新技术企业
营业执照,营业执照等相关注册登记证件的复印件,在,"196,845",在:营业执照:营业执照等相关注册登记证件的复印件
知识产权,职工,在,"196,845",在:知识产权:职工
职工,申报表等主要证明,在,"196,845",在:职工:申报表等主要证明
科技厅,通知公告,在,"196,845",在:科技厅:通知公告
社会事业局,社会事业局、国税局,在,197,在:社会事业局:社会事业局、国税局
社会事业局、国税局,社会事业局、国税局、地税局,在,197,在:社会事业局、国税局:社会事业局、国税局、地税局
社会事业局、国税局、地税局,金融,在,197,在:社会事业局、国税局、地税局:金融
高企工作网,审计,在,197,在:高企工作网:审计
审计,平潭综合实验区,在,"197,750",在:审计:平潭综合实验区
高新技术产品（服务）收入进行,审计,在,197,在:高新技术产品（服务）收入进行:审计
培训,审计,在,197,在:培训:审计
福建省,福建省高新技术创业园,在,197,在:福建省:福建省高新技术创业园
平潭综合实验区,政部,在,198,在:平潭综合实验区:政部
政部,人民政府,在,198,在:政部:人民政府
科技部,风险,在,199,在:科技部:风险
附件,附件）务必按通知要求、推荐表填写说明,在,201,在:附件:附件）务必按通知要求、推荐表填写说明
附件）务必按通知要求、推荐表填写说明,附件）务必按通知要求、推荐表填写说明、申报系统说明,在,201,在:附件）务必按通知要求、推荐表填写说明:附件）务必按通知要求、推荐表填写说明、申报系统说明
人才,附件,在,"201,657",在:人才:附件
社会事业局,台管理机构,在,204,在:社会事业局:台管理机构
创新券,科研基础设施,在,204,在:创新券:科研基础设施
厦门,法人,在,"204,221",在:厦门:法人
法人,小微企业,在,"204,219",在:法人:小微企业
科技企业孵化器,众创空间在孵企业,在,"204,219",在:科技企业孵化器:众创空间在孵企业
发明专利,专利,在,"204,219",在:发明专利:专利
专利,软件著作权,在,"204,219",在:专利:软件著作权
科技企业孵化器,互联网孵化器,在,204,在:科技企业孵化器:互联网孵化器
互联网孵化器,众创空间,在,204,在:互联网孵化器:众创空间
科研院所,知识产权,在,"204,219",在:科研院所:知识产权
知识产权,培训,在,"204,219,903",在:知识产权:培训
创新券,创新券不,在,"204,219",在:创新券:创新券不
审计,上市,在,"204,219",在:审计:上市
创新券,申请表,在,"204,219",在:创新券:申请表
附件材料,入驻管理机构,在,204,在:附件材料:入驻管理机构
入驻管理机构,备案证明材料,在,204,在:入驻管理机构:备案证明材料
设区市科技行政管理部门,审核,在,"204,219",在:设区市科技行政管理部门:审核
审核,审，核定创新券,在,"204,219",在:审核:审，核定创新券
台管理机构,审核,在,"204,219",在:台管理机构:审核
设区市科技行政管理部门,台管理机构,在,204,在:设区市科技行政管理部门:台管理机构
创新券,创新券年度,在,204,在:创新券:创新券年度
科技创新联合资金,科技创新联合资金项目,在,209,在:科技创新联合资金:科技创新联合资金项目
科学技术厅,科技成果,在,218,在:科学技术厅:科技成果
审核,审核退回修改的，申报单位还可重新,在,218,在:审核:审核退回修改的，申报单位还可重新
省级项目推荐模块,审核,在,218,在:省级项目推荐模块:审核
福建省,众创空间,在,218,在:福建省:众创空间
项目申报单位,附件,在,218,在:项目申报单位:附件
福建省,上市,在,"218,318,412",在:福建省:上市
科研基础设施,科研仪器向社会开放服务的相关政策，为规范科技创新,在,219,在:科研基础设施:科研仪器向社会开放服务的相关政策，为规范科技创新
科研仪器向社会开放服务的相关政策，为规范科技创新,科研仪器向社会开放服务的相关政策，为规范科技创新券,在,219,在:科研仪器向社会开放服务的相关政策，为规范科技创新:科研仪器向社会开放服务的相关政策，为规范科技创新券
创新券,创新券”）专项资金,在,219,在:创新券:创新券”）专项资金
创新券”）专项资金,科研基础设施,在,219,在:创新券”）专项资金:科研基础设施
科研仪器,科技创新服务,在,219,在:科研仪器:科技创新服务
设区市科技行政管理部门,平潭综合实验区,在,219,在:设区市科技行政管理部门:平潭综合实验区
创新券,创新券额度,在,219,在:创新券:创新券额度
创新券额度,创新券额度，并视实际情况,在,219,在:创新券额度:创新券额度，并视实际情况
互联网孵化器,众创空间（以下统称“入驻管理机构,在,219,在:互联网孵化器:众创空间（以下统称“入驻管理机构
中心负责对设区市科技行政管理部门,台管理机构,在,219,在:中心负责对设区市科技行政管理部门:台管理机构
创新券,补助资金,在,219,在:创新券:补助资金
创新券,入驻管理机构,在,219,在:创新券:入驻管理机构
创新券,黑名单,在,219,在:创新券:黑名单
文化服务出口,就2019年度中央文化产业发展专项资金,在,221,在:文化服务出口:就2019年度中央文化产业发展专项资金
厦门,文化服务出口,在,221,在:厦门:文化服务出口
文化服务出口,专项资金,在,221,在:文化服务出口:专项资金
文化贸易,文化贸易信息管理应用,在,221,在:文化贸易:文化贸易信息管理应用
申请表,申请表及相关表格单据，以及资金申请报告、出口单证复印件,在,221,在:申请表:申请表及相关表格单据，以及资金申请报告、出口单证复印件
申请表及相关表格单据，以及资金申请报告、出口单证复印件,省商务厅,在,221,在:申请表及相关表格单据，以及资金申请报告、出口单证复印件:省商务厅
政部,审核,在,221,在:政部:审核
审核,省商务厅,在,"221,228,741",在:审核:省商务厅
省商务厅,审核,在,"221,741",在:省商务厅:审核
审核,申请表,在,"221,852",在:审核:申请表
审核,退回,在,221,在:审核:退回
退回,审核,在,221,在:退回:审核
发展专项资金,申请表,在,221,在:发展专项资金:申请表
福州,省商务厅,在,221,在:福州:省商务厅
福州,省财政厅,在,"221,688",在:福州:省财政厅
省商务厅,省委,在,"222,783",在:省商务厅:省委
省委,审核,在,"222,688",在:省委:审核
省发改委,省发改委、经贸委、财政厅、文化厅、广电局、新闻出版局,在,222,在:省发改委:省发改委、经贸委、财政厅、文化厅、广电局、新闻出版局
福建省,企业法人,在,222,在:福建省:企业法人
数字化,数字化转化,在,222,在:数字化:数字化转化
知识产权,知识产权，体现较高的文化附加值,在,222,在:知识产权:知识产权，体现较高的文化附加值
审核,审核与评,在,222,在:审核:审核与评
审核,省委,在,"222,688",在:审核:省委
省发改委、经贸委、财政厅、文化厅、广电局、新闻出版局,审核,在,222,在:省发改委、经贸委、财政厅、文化厅、广电局、新闻出版局:审核
省外经贸厅,审核,在,222,在:省外经贸厅:审核
省外经贸厅,省财政厅,在,222,在:省外经贸厅:省财政厅
重点领域,农产品,在,223,在:重点领域:农产品
农产品,农产品、医疗器械,在,223,在:农产品:农产品、医疗器械
财政部,海关,在,"224,445,600",在:财政部:海关
海关,国家税务总局,在,224,在:海关:国家税务总局
贴息,申请表,在,"224,238",在:贴息:申请表
审核,审核企业提交的复印件材料时，需核对材料的原件，经核,在,224,在:审核:审核企业提交的复印件材料时，需核对材料的原件，经核
财政部,省商务厅,在,224,在:财政部:省商务厅
贴息,省商务厅,在,224,在:贴息:省商务厅
省商务厅,贴息,在,224,在:省商务厅:贴息
附件,贴息,在,224,在:附件:贴息
贴息,附件,在,"224,238",在:贴息:附件
发展专项资金,发展专项资金（资金,在,225,在:发展专项资金:发展专项资金（资金
福建省,厦门市,在,"225,471",在:福建省:厦门市
厦门市,法人,在,225,在:厦门市:法人
违法违规行为,财政性资金,在,225,在:违法违规行为:财政性资金
走出去,走出去”主题，支持餐饮行业协会、企业和相关机构举办研讨会、高峰论坛等交流活动，组织海外华侨与本地餐饮相关企业开展闽菜“走出去,在,225,在:走出去:走出去”主题，支持餐饮行业协会、企业和相关机构举办研讨会、高峰论坛等交流活动，组织海外华侨与本地餐饮相关企业开展闽菜“走出去
发展专项资金,省商务厅,在,225,在:发展专项资金:省商务厅
省商务厅,省商务厅、财政厅,在,"225,227,806",在:省商务厅:省商务厅、财政厅
妇联,平潭综合实验区,在,227,在:妇联:平潭综合实验区
省商务厅、财政厅,福建保监局,在,227,在:省商务厅、财政厅:福建保监局
省质监局,省质监局、商务厅,在,227,在:省质监局:省质监局、商务厅
人才,培训,在,"227,275,297,298,300,413,549,554,771,794,820,827,833,885,904",在:人才:培训
职业道德,培训,在,227,在:职业道德:培训
省商务厅,省商务厅、人社厅,在,227,在:省商务厅:省商务厅、人社厅
省商务厅、财政厅,妇联,在,227,在:省商务厅、财政厅:妇联
大数据,互联网+,在,227,在:大数据:互联网+
省商务厅,省商务厅、工商局、财政厅,在,227,在:省商务厅:省商务厅、工商局、财政厅
人家,人家庭广泛参与家,在,227,在:人家:人家庭广泛参与家
省商务厅,妇联,在,227,在:省商务厅:妇联
厦门,营业执照,在,227,在:厦门:营业执照
审计,银行,在,"227,669",在:审计:银行
银行,学生,在,227,在:银行:学生
省商务厅,服务贸易,在,228,在:省商务厅:服务贸易
厦门,服务贸易,在,228,在:厦门:服务贸易
服务贸易,厦门,在,228,在:服务贸易:厦门
省财政厅,省财政厅、商务厅,在,"228,755,797",在:省财政厅:省财政厅、商务厅
省财政厅、商务厅,省财政厅、商务厅电子材料各一份）：1.闽货华夏行B类、C类和有展位,在,228,在:省财政厅、商务厅:省财政厅、商务厅电子材料各一份）：1.闽货华夏行B类、C类和有展位
服务贸易,申请表,在,228,在:服务贸易:申请表
申请表,申请表、对提交材料,在,228,在:申请表:申请表、对提交材料
服务贸易,审核,在,228,在:服务贸易:审核
银行,账户付款,在,228,在:银行:账户付款
