word,label
高,O
端,O
人,B-Per
才,E-Per
聚,O
集,O
计,O
划,O
，,O
对,O
引,O
进,O
高,O
层,O
次,O
人,B-Per
才,E-Per
符,O
合,O
经,O
认,O
定,O
为,O
就,B-Eve
业,E-Eve
“,O
红,B-Eve
娘,I-Eve
”,I-Eve
的,I-Eve
，,I-Eve
由,I-Eve
市,I-Eve
、,I-Eve
县,I-Eve
（,I-Eve
区,I-Eve
）,I-Eve
人,I-Eve
社,I-Eve
部,I-Eve
门,I-Eve
发,I-Eve
放,I-Eve
就,I-Eve
业,I-Eve
“,I-Eve
红,I-Eve
娘,E-Eve
”,O
聘,O
书,O
大,O
力,O
推,O
广,O
应,O
收,O
账,B-Eve
款,E-Eve
、,O
特,O
许,O
经,O
营,O
权,O
、,O
政,B-Eve
府,I-Eve
采,I-Eve
购,E-Eve
订,B-Eve
单,E-Eve
、,O
收,O
费,O
权,O
、,O
知,B-Ent
识,I-Ent
产,I-Ent
权,E-Ent
等,O
融,B-Eve
资,E-Eve
方,O
式,O
，,O
拓,O
宽,O
银,B-Org
行,E-Org
抵,O
（,O
质,O
）,O
押,O
物,O
范,O
围,O
，,O
并,O
将,O
其,O
纳,O
入,O
对,O
银,B-Org
行,E-Org
业,O
金,B-Org
融,I-Org
机,I-Org
构,E-Org
考,O
核,O
内,O
容,O
福,B-Loc
建,I-Loc
省,E-Loc
标,O
准,O
化,O
工,O
作,O
专,B-Eve
项,I-Eve
资,I-Eve
金,E-Eve
管,O
理,O
办,O
法,O
中,O
国,O
人,O
民,O
银,B-Org
行,E-Org
福,B-Loc
州,E-Loc
中,O
心,O
支,O
行,O
建,O
立,O
领,B-Per
导,I-Per
干,I-Per
部,E-Per
挂,O
钩,O
联,O
系,O
重,O
点,O
民,B-Org
营,I-Org
企,I-Org
业,E-Org
和,O
重,O
点,O
商,O
会,O
制,O
度,O
，,O
健,O
全,O
“,O
政,B-Eve
企,I-Eve
直,I-Eve
通,I-Eve
车,E-Eve
”,O
制,O
度,O
，,O
真,O
心,O
真,O
意,O
关,O
心,O
支,O
持,O
民,B-Org
营,I-Org
企,I-Org
业,E-Org
，,O
做,O
到,O
企,O
业,O
诉,O
求,O
有,O
渠,O
道,O
反,O
映,O
、,O
能,O
得,O
到,O
及,O
时,O
解,O
决,O
加,O
快,O
工,B-Eve
程,I-Eve
建,I-Eve
设,I-Eve
项,I-Eve
目,E-Eve
审,B-Eve
批,E-Eve
制,O
度,O
改,O
革,O
，,O
完,O
善,O
工,B-Eve
程,I-Eve
项,I-Eve
目,E-Eve
管,O
理,O
系,O
统,O
（,O
闽,O
政,O
办,O
〔,O
〕,O
号,O
）,O
等,O
文,O
件,O
精,O
神,O
，,O
培,O
育,O
创,O
新,O
能,O
力,O
强,O
、,O
拥,O
有,O
自,O
主,O
品,O
牌,O
的,O
文,O
化,O
出,O
口,O
重,O
点,O
企,O
业,O
，,O
省,B-Dep
商,I-Dep
务,I-Dep
厅,E-Dep
、,O
省,B-Dep
委,E-Dep
宣,O
传,O
部,O
、,O
财,O
政,O
厅,O
、,O
文,O
化,O
厅,O
、,O
新,O
闻,O
出,O
版,O
广,O
电,O
局,O
根,O
据,O
推,O
进,O
企,O
业,O
降,O
本,O
减,O
负,O
，,O
推,O
动,O
清,O
理,O
政,O
府,O
部,O
和,O
国,B-Org
有,I-Org
企,I-Org
业,E-Org
拖,O
欠,O
民,B-Org
营,I-Org
企,I-Org
业,E-Org
中,B-Org
小,I-Org
企,I-Org
业,E-Org
账,B-Eve
款,E-Eve
工,O
作,O
（,O
二,O
）,O
稳,O
定,O
实,B-Org
体,I-Org
经,I-Org
济,E-Org
的,O
信,B-Eve
贷,E-Eve
供,O
应,O
（,O
二,O
）,O
扩,O
大,O
民,B-Org
营,I-Org
企,I-Org
业,E-Org
知,B-Eve
识,I-Eve
产,I-Eve
权,I-Eve
质,I-Eve
押,E-Eve
融,B-Eve
资,E-Eve
覆,O
盖,O
面,O
（,O
财,O
办,O
文,O
〔,O
〕,O
号,O
）,O
要,O
求,O
，,O
为,O
鼓,O
励,O
和,O
支,O
持,O
我,O
省,O
文,O
化,O
企,O
业,O
参,O
与,O
国,O
际,O
竞,O
争,O
、,O
扩,O
大,O
文,B-Eve
化,I-Eve
服,I-Eve
务,I-Eve
出,I-Eve
口,E-Eve
和,O
推,O
动,O
文,O
化,O
走,O
出,O
去,O
，,O
现,O
就,O
年,O
度,O
中,O
央,O
文,O
化,O
产,O
业,O
发,B-Eve
展,I-Eve
专,I-Eve
项,I-Eve
资,I-Eve
金,E-Eve
（,O
对,O
外,O
文,O
化,O
贸,O
易,O
项,O
目,O
）,O
我,O
省,O
申,O
报,O
管,O
理,O
有,O
关,O
事,O
项,O
通,O
知,O
如,O
下,O
：,O
围,O
绕,O
我,O
省,O
产,O
业,O
转,O
型,O
升,O
级,O
、,O
创,O
新,O
发,O
展,O
和,O
实,O
施,O
“,O
走,B-Eve
出,I-Eve
去,E-Eve
”,O
战,O
略,O
，,O
大,O
力,O
引,O
进,O
各,O
类,O
技,O
术,O
创,O
新,O
人,B-Per
才,E-Per
，,O
推,O
动,O
关,O
键,O
技,O
术,O
、,O
生,O
产,O
工,O
艺,O
、,O
产,O
品,O
设,O
计,O
新,O
突,O
破,O
，,O
产,O
生,O
重,O
大,O
经,O
济,O
和,O
社,O
会,O
效,O
益,O
.,O
已,O
入,O
库,O
福,B-Loc
建,I-Loc
省,E-Loc
科,B-Org
技,I-Org
小,I-Org
巨,I-Org
人,I-Org
领,I-Org
军,I-Org
企,I-Org
业,E-Org
资,O
格,O
取,O
消,O
表,O
创,B-Eve
新,I-Eve
券,E-Eve
专,B-Eve
项,I-Eve
资,I-Eve
金,E-Eve
管,O
理,O
补,O
助,O
工,O
作,O
由,O
省,O
科,O
技,O
厅,O
、,O
财,O
政,O
厅,O
统,O
一,O
部,O
署,O
与,O
监,O
督,O
，,O
设,O
区,O
市,O
（,O
含,O
平,O
潭,O
、,O
不,O
含,O
厦,B-Loc
门,E-Loc
，,O
下,O
同,O
）,O
科,O
技,O
行,O
政,O
管,O
理,O
部,O
门,O
和,O
省,O
重,O
大,O
科,B-Eve
研,I-Eve
基,I-Eve
础,I-Eve
设,I-Eve
施,E-Eve
和,O
大,O
型,O
科,B-Eve
研,I-Eve
仪,I-Eve
器,E-Eve
服,O
务,O
平,O
台,O
工,O
作,O
领,O
导,O
小,O
组,O
办,O
公,O
室,O
（,O
以,O
下,O
简,O
称,O
省,O
大,O
仪,O
办,O
）,O
组,O
织,O
实,O
施,O
财,B-Dep
政,I-Dep
部,E-Dep
关,O
于,O
印,O
发,O
〈,O
工,B-Org
业,I-Org
企,I-Org
业,E-Org
结,O
构,O
调,O
整,O
专,O
项,O
奖,O
补,O
资,O
金,O
管,O
理,O
办,O
法,O
〉,O
的,O
通,O
知,O
经,O
所,O
在,O
单,O
位,O
同,O
意,O
，,O
职,B-Org
业,I-Org
院,I-Org
校,E-Org
教,B-Per
师,E-Per
和,O
管,O
理,O
人,O
员,O
，,O
企,O
业,O
经,O
营,O
管,O
理,O
和,O
技,O
术,O
人,O
员,O
根,O
据,O
合,B-Eve
作,I-Eve
协,I-Eve
议,E-Eve
，,O
分,O
别,O
到,O
企,O
业,O
、,O
职,B-Org
业,I-Org
院,I-Org
校,E-Org
兼,O
职,O
的,O
，,O
可,O
根,O
据,O
有,O
关,O
规,O
定,O
和,O
双,O
方,O
约,O
定,O
确,O
定,O
薪,O
酬,O
鼓,O
励,O
村,O
集,O
体,O
经,O
济,O
与,O
其,O
他,O
经,O
营,O
主,O
体,O
、,O
贫,B-Per
困,I-Per
农,I-Per
户,E-Per
实,O
行,O
股,O
份,O
制,O
创,O
业,O
，,O
达,O
到,O
村,O
民,O
脱,B-Eve
贫,I-Eve
致,I-Eve
富,E-Eve
和,O
村,O
集,O
体,O
发,O
展,O
增,O
收,O
相,O
互,O
促,O
进,O
的,O
目,O
的,O
其,O
中,O
，,O
大,O
龄,O
、,O
残,O
疾,O
、,O
低,O
保,O
家,O
庭,O
等,O
劳,B-Per
动,I-Per
者,E-Per
可,O
在,O
常,O
住,O
地,O
申,O
请,O
认,O
定,O
为,O
就,B-Eve
业,E-Eve
困,O
难,O
人,O
员,O
，,O
享,O
受,O
就,B-Eve
业,E-Eve
援,O
助,O
福,B-Loc
建,I-Loc
省,E-Loc
电,B-Eve
力,I-Eve
设,I-Eve
施,I-Eve
建,I-Eve
设,I-Eve
保,I-Eve
护,E-Eve
和,O
供,B-Eve
用,I-Eve
电,I-Eve
秩,I-Eve
序,I-Eve
维,I-Eve
护,I-Eve
条,I-Eve
例,E-Eve
对,O
符,O
合,O
贷,B-Eve
款,E-Eve
条,O
件,O
的,O
产,B-Eve
教,I-Eve
融,I-Eve
合,E-Eve
项,O
目,O
企,O
业,O
，,O
优,O
先,O
给,O
予,O
贷,B-Eve
款,E-Eve
支,O
持,O
各,O
设,O
区,O
市,O
和,O
平,B-Loc
潭,I-Loc
综,I-Loc
合,I-Loc
实,I-Loc
验,I-Loc
区,E-Loc
商,O
务,O
、,O
财,B-Dep
政,I-Dep
部,E-Dep
门,O
应,O
在,O
年,O
月,O
日,O
前,O
完,O
成,O
资,O
金,O
下,O
达,O
落,O
实,O
各,O
项,O
减,B-Eve
税,I-Eve
降,I-Eve
费,I-Eve
政,I-Eve
策,E-Eve
和,O
有,O
关,O
进,B-Eve
口,I-Eve
税,I-Eve
收,I-Eve
政,I-Eve
策,E-Eve
，,O
加,O
强,O
政,B-Eve
府,I-Eve
采,I-Eve
购,E-Eve
促,O
进,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
发,O
展,O
有,O
关,O
政,O
策,O
落,B-Eve
实,I-Eve
情,I-Eve
况,E-Eve
检,O
查,O
教,O
育,O
、,O
人,O
社,O
、,O
工,O
信,O
部,O
门,O
会,O
同,O
有,O
关,O
部,O
门,O
建,O
立,O
产,B-Ent
教,I-Ent
融,I-Ent
合,I-Ent
信,I-Ent
息,E-Ent
服,O
务,O
平,O
台,O
，,O
鼓,O
励,O
行,O
业,O
主,O
管,O
部,O
门,O
和,O
行,O
业,O
协,O
会,O
建,O
设,O
相,O
关,O
行,O
业,O
信,O
息,O
服,O
务,O
平,O
台,O
，,O
利,O
用,O
大,B-Eve
数,I-Eve
据,E-Eve
、,O
云,B-Eve
计,I-Eve
算,E-Eve
等,O
技,O
术,O
手,O
段,O
开,O
展,O
产,B-Ent
教,I-Ent
融,I-Ent
合,I-Ent
信,I-Ent
息,E-Ent
共,O
享,O
服,O
务,O
.,O
请,O
各,O
设,O
区,O
市,O
科,O
技,O
局,O
、,O
平,B-Loc
潭,I-Loc
综,I-Loc
合,I-Loc
实,I-Loc
验,I-Loc
区,E-Loc
社,B-Dep
会,I-Dep
事,I-Dep
业,I-Dep
局,E-Dep
于,O
月,O
日,O
前,O
将,O
联,O
系,O
人,O
信,O
息,O
（,O
附,B-Ent
件,E-Ent
）,O
报,O
送,O
到,O
省,O
科,O
技,O
型,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
技,O
术,O
创,O
新,O
资,O
金,O
管,O
理,O
中,O
心,O
联,O
系,O
人,O
：,O
陈,O
凡,O
，,O
电,O
话,O
：,O
-,O
、,O
，,O
传,O
真,O
：,O
-,O
，,O
电,O
子,O
邮,O
箱,O
：,O
@,O
.,O
.,O
，,O
地,O
址,O
：,O
福,B-Loc
州,E-Loc
市,O
华,O
林,O
路,O
号,O
省,B-Dep
政,I-Dep
府,E-Dep
大,O
院,O
号,O
楼,O
层,O
福,B-Loc
建,I-Loc
省,E-Loc
外,O
国,O
（,O
海,O
外,O
）,O
专,O
家,O
局,O
，,O
邮,O
编,O
：,O
产,O
业,O
脱,O
贫,O
是,O
稳,O
定,O
脱,O
贫,O
的,O
根,O
本,O
之,O
策,O
，,O
培,O
育,O
贫,B-Org
困,I-Org
村,E-Org
创,B-Per
业,I-Per
致,I-Per
富,I-Per
带,I-Per
头,I-Per
人,E-Per
，,O
带,O
动,O
贫,B-Per
困,I-Per
农,I-Per
户,E-Per
通,O
过,O
发,O
展,O
特,O
色,O
产,O
业,O
脱,B-Eve
贫,I-Eve
致,I-Eve
富,E-Eve
，,O
达,O
到,O
防,O
止,O
返,O
贫,O
、,O
稳,O
定,O
脱,O
贫,O
的,O
目,O
标,O
（,O
三,O
）,O
实,O
施,O
专,B-Ent
利,I-Ent
导,I-Ent
航,I-Ent
产,I-Ent
业,E-Ent
发,O
展,O
创,B-Eve
新,I-Eve
计,I-Eve
划,E-Eve
严,O
格,O
环,B-Eve
评,E-Eve
中,B-Org
介,I-Org
市,I-Org
场,E-Org
管,O
理,O
，,O
促,O
进,O
服,O
务,O
提,O
速,O
增,O
效,O
为,O
促,O
进,O
我,O
省,O
氟,B-Ent
化,I-Ent
工,I-Ent
产,I-Ent
业,E-Ent
绿,O
色,O
高,O
效,O
发,O
展,O
，,O
经,O
省,B-Dep
政,I-Dep
府,E-Dep
同,O
意,O
，,O
提,O
出,O
以,O
下,O
意,O
见,O
：,O
、,O
省,B-Dep
委,E-Dep
宣,O
传,O
部,O
、,O
省,B-Dep
发,I-Dep
改,I-Dep
委,E-Dep
、,O
经,O
贸,O
委,O
、,O
财,O
政,O
厅,O
、,O
文,O
化,O
厅,O
、,O
广,O
电,O
局,O
、,O
新,O
闻,O
出,O
版,O
局,O
（,O
版,O
权,O
局,O
）,O
在,O
收,O
到,O
材,O
料,O
十,O
五,O
个,O
工,O
作,O
日,O
内,O
依,O
据,O
各,O
自,O
职,O
能,O
审,B-Eve
核,E-Eve
企,O
业,O
的,O
申,O
报,O
材,O
料,O
，,O
提,O
出,O
审,B-Eve
核,E-Eve
意,O
见,O
反,O
馈,O
省,O
外,O
经,O
贸,O
厅,O
县,O
级,O
以,O
上,O
人,B-Dep
民,I-Dep
政,I-Dep
府,E-Dep
定,O
期,O
对,O
产,B-Eve
教,I-Eve
融,I-Eve
合,E-Eve
、,O
校,O
企,O
合,O
作,O
成,O
效,O
显,O
著,O
的,O
企,O
业,O
予,O
以,O
表,O
扬,O
和,O
奖,O
励,O
十,O
九,O
、,O
福,B-Loc
州,E-Loc
海,B-Dep
关,E-Dep
设,O
区,O
市,O
负,O
责,O
本,O
区,O
域,O
范,O
围,O
内,O
创,B-Per
业,I-Per
致,I-Per
富,I-Per
带,I-Per
头,I-Per
人,E-Per
培,B-Eve
训,E-Eve
工,O
作,O
，,O
年,O
之,O
前,O
完,O
成,O
创,B-Per
业,I-Per
致,I-Per
富,I-Per
带,I-Per
头,I-Per
人,E-Per
培,B-Eve
训,E-Eve
充,O
分,O
运,O
用,O
“,O
互,B-Eve
联,I-Eve
网,I-Eve
+,I-Eve
”,I-Eve
等,I-Eve
信,I-Eve
息,I-Eve
化,I-Eve
手,I-Eve
段,I-Eve
强,I-Eve
化,I-Eve
知,I-Eve
识,I-Eve
产,I-Eve
权,I-Eve
保,I-Eve
护,I-Eve
能,I-Eve
力,I-Eve
，,I-Eve
在,I-Eve
相,I-Eve
关,I-Eve
重,I-Eve
点,I-Eve
领,I-Eve
域,I-Eve
继,I-Eve
续,I-Eve
开,I-Eve
展,I-Eve
“,I-Eve
护,I-Eve
航,E-Eve
”,O
专,O
项,O
执,B-Eve
法,E-Eve
行,O
动,O
，,O
严,O
厉,O
打,O
击,O
专,O
利,O
侵,O
权,O
和,O
假,O
冒,O
违,B-Eve
法,I-Eve
行,I-Eve
为,E-Eve
持,O
续,O
开,O
展,O
“,O
减,B-Eve
证,I-Eve
便,I-Eve
民,E-Eve
”,O
，,O
全,O
部,O
审,B-Eve
批,E-Eve
事,O
项,O
审,B-Eve
批,E-Eve
时,O
限,O
压,O
减,O
至,O
法,O
定,O
时,O
限,O
%,O
以,O
内,O
．,O
体,O
现,O
中,O
华,O
文,O
化,O
特,O
色,O
，,O
拥,O
有,O
自,B-Ent
主,I-Ent
知,I-Ent
识,I-Ent
产,I-Ent
权,E-Ent
，,O
具,O
有,O
较,O
高,O
的,O
艺,O
术,O
水,O
平,O
和,O
国,B-Org
际,I-Org
市,I-Org
场,E-Org
开,O
发,O
前,O
景,O
（,O
一,O
）,O
根,O
据,O
年,O
度,O
创,B-Eve
新,I-Eve
券,E-Eve
专,B-Eve
项,I-Eve
资,I-Eve
金,E-Eve
预,O
算,O
额,O
度,O
、,O
各,O
设,O
区,O
市,O
和,O
大,B-Org
仪,I-Org
产,I-Org
权,I-Org
单,I-Org
位,E-Org
前,O
一,O
年,O
度,O
获,O
补,O
助,O
金,O
额,O
和,O
经,O
费,O
使,O
用,O
绩,O
效,O
及,O
地,O
方,O
财,O
政,O
设,O
立,O
创,B-Eve
新,I-Eve
券,E-Eve
等,O
因,O
素,O
，,O
会,O
同,O
省,B-Dep
财,I-Dep
政,I-Dep
厅,E-Dep
统,O
筹,O
确,O
定,O
各,O
设,O
区,O
市,O
和,O
省,O
大,O
仪,O
办,O
年,O
度,O
创,B-Eve
新,I-Eve
券,E-Eve
专,B-Eve
项,I-Eve
资,I-Eve
金,E-Eve
分,O
配,O
额,O
度,O
参,O
保,O
职,B-Per
工,E-Per
取,O
得,O
职,O
业,O
资,O
格,O
证,O
书,O
或,O
职,O
业,O
技,O
能,O
等,O
级,O
证,O
书,O
的,O
，,O
可,O
在,O
参,O
保,O
地,O
申,O
请,O
技,O
术,O
技,O
能,O
提,O
升,O
补,O
贴,O
，,O
所,O
需,O
资,O
金,O
由,O
失,O
业,O
保,O
险,O
基,B-Org
金,E-Org
列,O
支,O
鼓,O
励,O
有,O
条,O
件,O
的,O
普,O
通,O
中,O
学,O
开,O
设,O
职,O
业,O
类,O
选,O
修,O
课,O
程,O
，,O
鼓,O
励,O
有,O
条,O
件,O
的,O
职,B-Org
业,I-Org
院,I-Org
校,E-Org
、,O
高,B-Org
校,E-Org
实,O
训,O
基,O
地,O
向,O
普,O
通,O
中,O
学,O
开,O
放,O
各,O
地,O
要,O
按,O
照,O
闽,O
政,O
〔,O
〕,O
号,O
文,O
要,O
求,O
，,O
将,O
开,O
展,O
就,B-Eve
业,E-Eve
“,O
红,B-Eve
娘,E-Eve
”,O
结,O
对,O
帮,O
扶,O
，,O
纳,O
入,O
各,O
地,O
就,B-Eve
业,E-Eve
创,O
业,O
服,O
务,O
补,O
助,O
范,O
围,O
（,O
三,O
）,O
完,O
善,O
支,O
持,O
政,O
策,O
，,O
积,O
极,O
拓,O
展,O
服,B-Eve
务,I-Eve
贸,I-Eve
易,E-Eve
国,B-Org
际,I-Org
市,I-Org
场,E-Org
，,O
提,O
升,O
展,O
会,O
计,O
划,O
的,O
精,O
准,O
度,O
和,O
资,O
金,O
使,O
用,O
效,O
率,O
（,O
八,O
）,O
支,O
持,O
困,O
难,O
企,O
业,O
开,O
展,O
职,B-Per
工,E-Per
在,O
岗,O
培,B-Eve
训,E-Eve
升,O
级,O
更,O
新,O
福,B-Loc
建,I-Loc
省,E-Loc
企,B-Eve
业,I-Eve
环,I-Eve
境,I-Eve
信,I-Eve
用,I-Eve
评,I-Eve
价,I-Eve
系,I-Eve
统,E-Eve
，,O
落,O
实,O
企,O
业,O
环,O
境,O
信,O
用,O
动,O
态,O
评,O
价,O
工,O
作,O
.,O
已,O
入,O
库,O
福,B-Loc
建,I-Loc
省,E-Loc
科,B-Org
技,I-Org
小,I-Org
巨,I-Org
人,I-Org
领,I-Org
军,I-Org
企,I-Org
业,E-Org
重,O
要,O
情,O
况,O
变,O
表,O
督,O
促,O
银,B-Org
行,E-Org
保,B-Org
险,I-Org
机,I-Org
构,E-Org
规,O
范,O
经,O
营,O
行,O
为,O
，,O
杜,O
绝,O
不,O
合,O
理,O
成,O
本,O
转,O
嫁,O
，,O
严,O
禁,O
在,O
发,O
放,O
贷,B-Eve
款,E-Eve
时,O
附,O
加,O
不,O
合,O
理,O
条,O
件,O
，,O
严,O
禁,O
变,O
相,O
抬,O
升,O
小,B-Org
微,I-Org
企,I-Org
业,E-Org
融,B-Eve
资,E-Eve
成,O
本,O
四,O
是,O
包,O
括,O
信,B-Eve
用,I-Eve
体,I-Eve
系,E-Eve
、,O
信,O
息,O
开,O
放,O
平,O
台,O
等,O
基,B-Ent
础,I-Ent
设,I-Ent
施,E-Ent
不,O
够,O
完,O
善,O
，,O
不,O
能,O
适,O
应,O
发,O
展,O
需,O
要,O
其,O
中,O
，,O
设,O
区,O
市,O
、,O
平,B-Loc
潭,I-Loc
综,I-Loc
合,I-Loc
实,I-Loc
验,I-Loc
区,E-Loc
所,O
属,O
项,B-Org
目,I-Org
申,I-Org
报,I-Org
单,I-Org
位,E-Org
将,O
申,O
报,O
材,O
料,O
送,O
设,O
区,O
市,O
科,O
技,O
局,O
（,O
外,O
专,O
局,O
）,O
、,O
平,O
潭,O
综,O
合,O
试,O
验,O
区,O
社,B-Dep
会,I-Dep
事,I-Dep
业,I-Dep
局,E-Dep
审,B-Eve
核,E-Eve
（,O
见,O
附,B-Ent
件,E-Ent
）,O
并,O
代,O
为,O
录,O
入,O
到,O
就,B-Eve
业,E-Eve
创,O
业,O
服,O
务,O
网,O
，,O
建,O
立,O
本,O
地,O
就,B-Eve
业,E-Eve
“,O
红,B-Eve
娘,E-Eve
”,O
台,O
账,O
政,B-Dep
府,I-Dep
部,I-Dep
门,E-Dep
组,O
织,O
企,O
业,O
参,O
加,O
的,O
培,B-Eve
训,E-Eve
班,O
，,O
未,O
经,O
批,O
准,O
不,O
得,O
向,O
企,O
业,O
收,O
取,O
培,B-Eve
训,E-Eve
费,O
推,O
荐,O
单,O
位,O
将,O
申,B-Ent
请,I-Ent
表,E-Ent
及,O
相,O
关,O
附,B-Ent
件,E-Ent
纸,O
质,O
材,O
料,O
一,O
式,O
份,O
，,O
推,O
荐,O
函,O
一,O
式,O
份,O
寄,O
送,O
省,O
科,O
技,O
厅,O
社,O
发,O
处,O
强,O
化,O
巩,O
固,O
“,O
日,B-Eve
分,I-Eve
析,I-Eve
、,I-Eve
周,I-Eve
通,I-Eve
报,I-Eve
、,I-Eve
月,I-Eve
总,I-Eve
结,E-Eve
”,O
预,B-Eve
警,E-Eve
跟,O
踪,O
机,O
制,O
，,O
及,O
时,O
处,O
置,O
异,O
常,O
数,O
据,O
，,O
加,O
快,O
单,O
证,O
放,O
行,O
充,O
分,O
发,O
挥,O
省,O
、,O
市,O
、,O
县,O
三,O
级,O
“,B-Eve
产,B-Eve
融,I-Eve
合,I-Eve
作,I-Eve
工,I-Eve
作,I-Eve
协,I-Eve
调,I-Eve
机,I-Eve
制,I-Eve
作,I-Eve
用,I-Eve
，,I-Eve
组,I-Eve
织,I-Eve
举,I-Eve
办,I-Eve
“,I-Eve
政,I-Eve
基,I-Eve
企,I-Eve
”,I-Eve
、,I-Eve
“,I-Eve
政,I-Eve
银,I-Eve
企,E-Eve
”,O
等,O
对,O
接,O
活,O
动,O
，,O
推,O
动,O
有,O
融,B-Eve
资,E-Eve
需,O
求,O
的,O
重,O
点,O
企,O
业,O
（,O
项,O
目,O
）,O
与,O
金,B-Org
融,I-Org
机,I-Org
构,E-Org
的,O
对,O
接,O
省,O
内,O
各,O
级,O
人,O
民,O
银,B-Org
行,E-Org
要,O
主,O
动,O
加,O
强,O
与,O
主,O
管,O
部,O
门,O
协,O
作,O
，,O
推,O
动,O
辖,O
内,O
应,O
收,O
账,B-Eve
款,E-Eve
融,B-Eve
资,E-Eve
试,O
点,O
工,O
作,O
取,O
得,O
进,O
展,O
，,O
引,O
导,O
金,B-Org
融,I-Org
机,I-Org
构,E-Org
将,O
有,O
关,O
业,O
务,O
信,O
息,O
第,O
一,O
时,O
间,O
报,O
送,O
人,O
民,O
银,B-Org
行,E-Org
征,B-Org
信,I-Org
中,I-Org
心,E-Org
应,O
收,O
账,B-Eve
款,E-Eve
融,B-Eve
资,E-Eve
服,O
务,O
平,O
台,O
等,O
有,O
关,O
文,O
件,O
，,O
均,O
可,O
以,O
在,O
省,O
科,O
技,O
厅,O
网,O
站,O
（,O
.,O
.,O
.,O
）,O
首,O
页,O
“,O
网,B-Eve
上,I-Eve
办,I-Eve
事,I-Eve
”,I-Eve
中,I-Eve
“,I-Eve
省,I-Eve
级,I-Eve
高,I-Eve
新,I-Eve
技,I-Eve
术,I-Eve
企,I-Eve
业,I-Eve
备,I-Eve
案,E-Eve
”,O
栏,O
目,O
内,O
下,O
载,O
通,O
过,O
实,O
行,O
小,B-Org
微,I-Org
企,I-Org
业,E-Org
贷,B-Eve
款,E-Eve
内,O
部,O
资,O
金,O
转,O
移,O
定,O
价,O
优,O
惠,O
、,O
安,O
排,O
专,O
项,O
激,O
励,O
费,O
用,O
予,O
以,O
补,O
贴,O
等,O
方,O
式,O
，,O
提,O
升,O
分,O
支,O
机,O
构,O
和,O
一,O
线,O
从,O
业,O
人,O
员,O
开,O
展,O
小,B-Org
微,I-Org
企,I-Org
业,E-Org
业,O
务,O
的,O
积,O
极,O
性,O
推,O
进,O
科,O
技,O
金,B-Eve
融,E-Eve
紧,O
密,O
结,O
合,O
，,O
发,O
挥,O
好,O
省,O
级,O
科,O
技,O
型,O
中,B-Org
小,I-Org
微,I-Org
企,I-Org
业,E-Org
贷,B-Eve
款,E-Eve
专,O
项,O
补,O
偿,O
资,O
金,O
的,O
作,O
用,O
获,O
得,O
认,O
定,O
的,O
家,O
省,O
级,O
“,O
专,B-Eve
精,I-Eve
特,I-Eve
新,I-Eve
”,I-Eve
中,I-Eve
小,I-Eve
企,I-Eve
业,I-Eve
须,I-Eve
于,I-Eve
年,I-Eve
月,I-Eve
日,I-Eve
前,I-Eve
登,I-Eve
录,I-Eve
工,I-Eve
信,I-Eve
部,I-Eve
“,I-Eve
全,I-Eve
国,I-Eve
中,I-Eve
小,I-Eve
企,I-Eve
业,I-Eve
生,I-Eve
产,I-Eve
经,I-Eve
营,I-Eve
运,I-Eve
行,I-Eve
监,I-Eve
测,I-Eve
平,I-Eve
台,E-Eve
”,O
（,O
网,O
址,O
：,O
:,O
/,O
/,O
.,O
.,O
.,O
/,O
）,O
完,O
成,O
注,O
册,O
，,O
于,O
月,O
日,O
前,O
完,O
成,O
首,O
月,O
数,O
据,O
报,O
送,O
，,O
并,O
指,O
定,O
专,O
人,O
负,O
责,O
以,O
后,O
每,O
月,O
数,O
据,O
报,O
送,O
工,O
作,O
（,O
二,O
）,O
鼓,O
励,O
家,O
政,O
品,O
牌,O
企,O
业,O
实,O
行,O
员,O
工,O
制,O
、,O
家,O
政,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
实,O
行,O
准,O
员,O
工,O
制,O
管,O
理,O
，,O
督,O
促,O
建,O
立,O
健,O
全,O
家,O
政,O
企,O
业,O
内,O
部,O
管,O
理,O
机,O
制,O
、,O
培,B-Eve
训,E-Eve
机,O
制,O
和,O
监,O
督,O
机,O
制,O
省,B-Dep
工,I-Dep
信,I-Dep
厅,E-Dep
中,B-Org
小,I-Org
企,I-Org
业,E-Org
处,O
以,O
三,O
明,O
、,O
漳,B-Loc
州,E-Loc
、,O
泉,B-Loc
州,E-Loc
、,O
福,B-Loc
州,E-Loc
地,O
区,O
现,O
代,O
钢,O
铁,O
产,O
业,O
为,O
中,O
心,O
，,O
依,O
托,O
三,O
明,O
钢,O
铁,O
及,O
加,O
工,O
区,O
、,O
漳,B-Loc
州,E-Loc
钢,O
铁,O
及,O
加,O
工,O
区,O
、,O
福,B-Loc
州,E-Loc
钢,O
铁,O
集,O
中,O
区,O
等,O
产,O
业,O
集,O
中,O
区,O
，,O
支,O
持,O
壮,O
大,O
三,O
钢,O
集,O
团,O
、,O
三,O
宝,O
钢,O
铁,O
等,O
企,O
业,O
，,O
重,O
点,O
发,O
展,O
车,O
船,O
用,O
钢,O
板,O
、,O
钢,O
结,O
构,O
材,O
料,O
等,O
下,O
