num,sentence,entity,compare,num
152,（7）企业营业执照（或“三证合一”执照）复印件,(7）企业)营业执照、(企业)营业执照、(三)证、(合一”)执照、复印件,,7）企业营业执照、三证
152,（8）在“二级节点”注册的,(二级)节点,,8
152,由申报企业、云服务商与市电子集团对接,(申报)企业、(云)服务商、(市电子)集团,,
152,由市电子集团出具证明材料,(市电子)集团、材料,,
152,（9）项目申报材料真实性承诺函,(（9）)项目、真实性、函,,
152,奖补标准,奖、标准,,
152,（1）工业设备“上平台”,(1）工业设备“上)平台、(工业)设备、(上)平台,,1）工业设备“上平台
152,按每台（套）“上平台”设备给予2000元全额奖补,(上)平台、设备、奖,,2000元
152,单个企业年奖补不超过10万元,(单个)企业、奖、补,不超过,10万元
152,（2）企业核心业务“上云”,(企业)核心、业务、上,,2）企业核心业务“上云
152,对2019年1月1日至2019年12月31日期间使用云化工业软件的实际费用及配套工具采购费用的50%给予奖补,2019年1月1日、(至2019年12月31日)期间、软件、(实际)费用、(配套)工具、(采购)费用、奖,,50%
152,单个企业年奖补不超过20万元,(单个)企业、奖、补,不超过,20万元
152,（3）企业基础设施“上云”,(企业基础)设施、上,,3
152,对2019年1月1日至2019年12月31日期间使用云计算服务的50%给予奖补,2019年1月1日、(至2019年12月31日)期间、奖,,50%
152,单个企业年奖补不超过20万元,(单个)企业、奖、补,不超过,20万元
152,同个企业同时开展多类型“上云上平台”的,(个)企业、(多)类型、(上云)上、平台,,
152,可叠加享受,,,
152,该奖补可与市财政其他奖补政策叠加享受,(市)财政、奖、政策,,
152,单个企业年度所享受奖补资金不得超过该企业当年度所缴交税收地方留成,(单个)企业、(享受)奖、资金、不得、(该)企业、(年度所缴交税收)地方、(缴交税收)地方、留成,超过,
152,申报项目省级工业互联网示范平台项目补助（省级切块专项）申报条件,(申报)项目、补助、(申报)条件,,
152,入选省工信厅发布的福建省工业互联网示范平台（第一批）项目,(省工)信、厅、(发布的福建省工业互联网示范)平台、(福建省工业互联网示范)平台、项目,,第一批
152,扶持标准,标准,,
152,按项目（2017年1月1日至2019年12月31日期间）的实际投资额的20%予以补助,项目、(2017年1月1日至2019年12月31日)期间、(期间）的实际)投资额、(实际)投资额,,20%
152,最高不超过200万元,最高,不超过,200万元
152,申报材料,申报材料,,
152,（1）工业互联网平台项目补助申请表（附件1）,(1）工业互联网平台项目补助)申请表、(工业互联网)平台、申请表、附件,,1）工业互联网平台项目补助申请表、1
152,（2）项目投资明细,项目、明细,,2
152,（3）入选福建省工业互联网示范平台文件复印件,(福建省工业互联网示范平台)文件、复印件,,3
152,（4）项目申报材料真实性承诺函,(项目)申报材料、真实性、函,,4
152,福州市工业互联网平台项目补助支持方向,(福州市工业互联网平台)项目、方向,,
152,支持企业建设工业互联网基础赋能平台、行业特色平台、服务应用平台,企业、(工业)互联网、基础、平台、(行业)特色、平台、(服务应用)平台,,
152,申报条件,(申报)条件,,
152,（1）项目总体上具备大范围、深层次的工业数据采集、异构协议转换、边缘计算、数据汇聚及分析交互等能力,(项目总体)上、(具备大范围、深层次的工业数据采集、异构)协议、(工业)数据采集、协议、边缘、数据、(交互等)能力,,1
152,开发部署一定数量的云化工业软件、工业机理模型、微服务组件或工业APP,(一定)数量、(工业)软件、(工业机理)模型、组件、工业,,
152,连接一定数量的工业设备或工艺流程传感器数据采集点或供应链企业/产品,(连接一定数量的工业)设备、(工业)设备、(工艺)流程、传感器、(数据采集点或供应链)企业、(供应链)企业、产品,,
152,形成生产管理、工艺流程优化、设备健康管理、产品质量管控、能源管控、远程服务、供应链管理、产融合作等工业互联网平台解决方案,设备、(产品质量管控、能源管控、远程服务、供应链管理、产融合作等工业互联网)平台、(工业)互联网、平台、方案,,
152,（2）项目已于2019年12月31日前上线运行,项目、日前、上线,,2、2019年12月31
152,实际投资不少于300万元,(实际)投资,不少于,不少、300万元
152,实施多个典型应用场景,(多个)典型、场景,,多个典型
152,连接或服务企业用户达到5家以上,(连接或服务企业)用户、(企业)用户、以上,,5家
152,申报材料,申报材料,,
152,申报单位编写《工业互联网平台项目补助申请表》（附件1）和《福州市工业互联网平台项目报告书》（附件2）,(申报)单位、(工业互联网)平台、申请表、附件、(福州市工业互联网平台)项目、书、附件,,1、2
152,补助标准,(补助)标准,,
152,按项目（2017年1月1日至2019年12月31日期间）的实际投资额的20%予以补助,项目、(2017年1月1日至2019年12月31日)期间、(期间）的实际)投资额、(实际)投资额,,20%
152,最高不超过200万元,最高,不超过,200万元
152,工业互联网应用标杆奖励支持方向,(工业)互联网、标杆、方向,,
152,支持工业企业网络化改造集成创新应用、平台集成创新应用、安全集成创新应用、标识解析应用等,(工业)企业、平台、标识,,
152,申报条件,(申报)条件,,
152,入选工信部发布的应用典型案例和省工信厅发布的福建省工业互联网应用标杆企业（第一批）,工信部、(发布的应用典型)案例、(应用典型)案例、(省工)信、厅、(发布的福建省工业互联网应用标杆)企业、(福建省工业互联网应用标杆)企业,,第一批
152,申报材料,申报材料,,
152,（1）福州市工业互联网应用标杆奖励申请表（附件3）,(1）福州市工业互联网应用标杆奖励)申请表、(福州市工业)互联网、标杆、申请表、附件,,1）福州市工业互联网应用标杆奖励申请表、3
152,（2）企业营业执照（或“三证合一”执照）复印件,(2）企业)营业执照、(企业)营业执照、(三)证、(合一”)执照、复印件,,2）企业营业执照、三证
152,（3）入选工信部发布的应用典型案例、省工信厅发布的应用标杆企业文件或相关证明材料,工信部、(发布的应用典型)案例、(应用典型)案例、(省工)信、厅、(发布的应用标杆企业)文件、(应用)标杆、文件、(相关证明)材料,,3
152,（4）项目申报材料真实性承诺函,(项目)申报材料、真实性、函,,4
152,补助标准,(补助)标准,,
152,给予30万元奖励,,,30万元
152,工业互联网重点项目补助支持方向,(工业)互联网、重点项目、方向,,
152,支持企业基于互联网技术在研发设计、生产制造、经验管理、物流配送、电子商务、售后服务、节能减排、安全生产等方面开展项目建设,企业、(互联网)技术、(研发设计、生产制造、经验管理、物流配送、电子商务、售后服务、节能减排、安全生产等)方面、项目,,
152,优先支持省级“互联网,(省级“)互联网,,
152,先进制造业”重点项目,(先进)制造业、重点项目,,
152,申报条件,(申报)条件,,
152,（1）项目建设期为2017年1月1日至2019年12月31日之间,(项目)建设期、2017年1月1日、(至2019年12月31日)之间,,1
152,项目已完成,项目,,
152,（2）项目对企业效益提升（如生产效率提高、运营成本降低、产品不良率降低等）、网络基础改善或网络安全管理起到实质性作用,项目、(企业)效益、(生产)效率、(运营)成本、(产品)不良率、(网络)基础、(改善或网络安全管理起到实质性)作用、(起到实质性)作用,,2
152,申报材料,申报材料,,
152,申报单位编写《福州市工业互联网重点项目补助申请表》（附件4）和《福州市工业互联网重点项目报告书》（附件5）,(申报)单位、(福州市工业)互联网、申请表、附件、(福州市工业)互联网、书、附件,,4、5
152,补助标准,(补助)标准,,
152,按项目（2017年1月1日至2019年12月31日期间）的实际投资额的20%予以补助,项目、(2017年1月1日至2019年12月31日)期间、(期间）的实际)投资额、(实际)投资额,,20%
152,最高不超过200万元,最高,不超过,200万元
152,工业企业“上云上平台”奖补支持方向,(工业)企业、(上云)上、奖、方向,,
152,（1）工业设备“上平台”,(1）工业设备“上)平台、(工业)设备、(上)平台,,1）工业设备“上平台
152,支持开展设备数字化管理、设备在线故障诊断、预测性维护、产能提升、节能降耗、质量管理等分析应用,设备、(设备在线)故障、预测性、节能降耗、质量,,
152,（2）企业核心业务“上云”,(企业)核心、业务、上,,2）企业核心业务“上云
152,支持中小型工业企业使用云化工业软件及工具等,(中小型工业)企业、(工业)软件、工具,,
152,（3）企业基础设施“上云”,(企业基础)设施、上,,3
152,支持工业企业使用计算资源服务、存储资源服务、网络资源、安全防护服务等,(工业)企业、资源、存储资源、(网络)资源,,
152,申报条件,(申报)条件,,
152,（1）申报企业应与符合要求的省“福企网”平台入库云服务商签订云服务协议（云服务商以申报截止前在省“福企网”注册通过的云服务商目录为准）,(申报)企业、(符合要求的)省、(省“福企网”)平台、(福企网”)平台、(入库云)服务商、协议、(云)服务商、(申报截止)前、(省“)福企网、(注册通过的云服务商)目录、(云)服务商、目录,,1
152,优先支持在福州市工业互联网标识解析二级节点（以下简称“二级节点”）进行注册,(福州市工业互联网)标识、(二级)节点、以下、(二级)节点,,
152,完成企业注册与标识注册的企业,企业、(注册与标识注册的)企业,,
152,（2）企业“上云上平台”的内容为《福建省经济和信息化委员会,(企业“上云上)平台、(上云)上、内容、福建省经济和信息化委员会,,2
152,福建省发展和改革委员会,福建省发展和改革委员会,,
152,福建省财政厅关于印发福建省推动企业“上云上平台”实施方案,福建省财政厅、福建省、(企业“上云上)平台、(上云)上、实施方案,,
152,（2018-2020年）的通知》（闽工信信息〔2018〕255号）文件确定的范围,(（2018-2020年）的)通知、(通知》（闽工信信息〔2018〕255号）文件确定的)范围、(闽工)信、(2018〕255号）文件确定的)范围、(确定的)范围,,2018-2020年）的通知》（闽工信信息〔2018〕255号）文件确定的范围、
152,（3）工业设备“上平台”类,(3）工业设备“上平台”)类、(工业)设备、(上)平台、类,,3）工业设备“上平台”类
152,其生产过程设备、智能装备产品应于2019年12月31日前“上平台”,(其生产过程)设备、(智能)装备、产品、(应于2019年12月31日前“上)平台、(上)平台,,
152,（4）企业核心业务“上云”、基础设施“上云”类,(4）企业核心业务“上云”、基础设施“上云”)类、(企业)核心、上、(基础)设施、上、类,,4）企业核心业务“上云”、基础设施“上云”类
152,已获得2019年“上云上平台”奖补的,2019年、(上云)上、奖,,
152,不再申报,,,
152,申报材料,申报材料,,
152,（1）福州市工业企业“上云上平台”奖补申请表（附件6）,(1）福州市工业企业“上云上平台”奖补)申请表、(福州市工业)企业、(上云)上、(奖补)申请表、附件,,1）福州市工业企业“上云上平台”奖补申请表、6
152,（2）与入库云服务商签订的云服务合同协议（合同上明确上云内容）及费用清单明细,(2）与入库云服务商签订的云服务合同)协议、(入库云)服务商、(签订的云服务合同)协议、(合同)上、内容、(费用)清单,,2）与入库云服务商签订的云服务合同协议
152,（3）云服务商开具的发票复印件,(3）云服务商开具的发票)复印件、(云)服务商、(开具的发票)复印件、(发票)复印件,,3）云服务商开具的发票复印件
152,（4）企业向云服务商付款凭证的复印件,(4）企业向云服务商付款凭证的)复印件、(企业向云服务商付款凭证的)复印件、(云)服务商、(付款)凭证、复印件,,4）企业向云服务商付款凭证的复印件
152,（5）企业提供上云业务实际使用截图等相关佐证材料,企业、上、(云)业务、(截图等相关佐证)材料、(相关)佐证、材料,,5
152,（6）工业设备“上平台”类,(6）工业设备“上平台”)类、(工业)设备、(上)平台、类,,6）工业设备“上平台”类
152,另需提交云服务商提供的企业“上平台”设备清单及相关信息数据等证明材料,(另)需提交、服务商、(提供的)企业、(企业“上平台”设备)清单、(上)平台、(设备)清单、(相关)信息、数据、材料,,
152,申报企业“上平台”设备的资产证明,(申报)企业、(上)平台、(设备的)资产,,
152,（7）企业营业执照（或“三证合一”执照）复印件,(7）企业)营业执照、(企业)营业执照、(三)证、(合一”)执照、复印件,,7）企业营业执照、三证
152,（8）在“二级节点”注册的,(二级)节点,,8
152,由申报企业、云服务商与市电子集团对接,(申报)企业、(云)服务商、(市电子)集团,,
152,由市电子集团出具证明材料,(市电子)集团、材料,,
152,（9）项目申报材料真实性承诺函,(（9）)项目、真实性、函,,
152,奖补标准,奖、标准,,
152,（1）工业设备“上平台”,(1）工业设备“上)平台、(工业)设备、(上)平台,,1）工业设备“上平台
152,按每台（套）“上平台”设备给予2000元全额奖补,(上)平台、设备、奖,,2000元
152,单个企业年奖补不超过10万元,(单个)企业、奖、补,不超过,10万元
152,（2）企业核心业务“上云”,(企业)核心、业务、上,,2）企业核心业务“上云
152,对2019年1月1日至2019年12月31日期间使用云化工业软件的实际费用及配套工具采购费用的50%给予奖补,2019年1月1日、(至2019年12月31日)期间、软件、(实际)费用、(配套)工具、(采购)费用、奖,,50%
152,单个企业年奖补不超过20万元,(单个)企业、奖、补,不超过,20万元
152,（3）企业基础设施“上云”,(企业基础)设施、上,,3
152,对2019年1月1日至2019年12月31日期间使用云计算服务的50%给予奖补,2019年1月1日、(至2019年12月31日)期间、奖,,50%
152,单个企业年奖补不超过20万元,(单个)企业、奖、补,不超过,20万元
152,同个企业同时开展多类型“上云上平台”的,(个)企业、(多)类型、(上云)上、平台,,
152,可叠加享受,,,
152,该奖补可与市财政其他奖补政策叠加享受,(市)财政、奖、政策,,
152,单个企业年度所享受奖补资金不得超过该企业当年度所缴交税收地方留成,(单个)企业、(享受)奖、资金、不得、(该)企业、(年度所缴交税收)地方、(缴交税收)地方、留成,超过,
153,遴选对象,(遴选)对象,,
153,本批“创业之星”“创新之星”人才计划共遴选20名左右产业型创业创新领军人才,(本批“创业之)星、(创业之)星、(星”“创新之星”人才)计划、(创新之)星、(星”)人才、(人才)计划、产业、人才,,20名
153,推荐名额不限,名额,,
153,鼓励活跃在企业创新创业一线的科技人才申报,企业、(创新创业一线的)科技人才,,
153,遴选条件,(遴选)条件,,
153,福建省“创业之星”“创新之星”不限国籍,(福建省“创业之)星、(创业之)星、(星”“创新之)星、(创新之)星、国籍,,
153,申报对象应为已经获得福建省省级（含省直各部门）、市级人才计划（项目）支持的人才,(申报)对象、福建省、(省直各)部门、(市级)人才、计划、项目、(支持的)人才,,
153,拥护中国共产党的领导,中国共产党,,
153,遵守中华人民共和国宪法和法律,中华人民共和国宪法、法律,,
153,1．申报福建省“创业之星”的须符合下列条件：,(创业之)星、(下列)条件,,1．
153,（1）省级以上创新型企业、高新技术企业的主要创办人,(1）省级以上创新型企业、高新技术企业的主要)创办人、(省级)以上、(高新技术)企业、(主要)创办人,,1）省级以上创新型企业、高新技术企业的主要创办人
153,担任企业法人代表、董事长、总裁或技术总负责人之一,(企业)法人代表、董事长、总裁、(技术)总负责人,,
153,自有资金（含技术入股）或跟进的风险投资占创业投资30%以上,(自有)资金、(含技术入股）或跟进的)风险投资、创业投资、以上,,
153,（2）有较强的创新意识、市场开拓能力和经营管理能力,(强的创新)意识、(创新)意识、市场、(开拓)能力、(经营管理)能力,,2
153,具备较强的团队组织能力,(强的团队组织)能力、(团队)组织、能力,,
153,所带领的创新创业团队包含技术研发、生产管理、市场开发等方面人才,(创新创业)团队、技术、(研发、生产管理、市场开发等)方面、(方面)人才,,
153,固定成员不少于10名,(固定)成员,不少于,不少、10名
153,（3）所创办的企业在福建省内注册3年以上,(创办的)企业、(福建)省内、(注册)3年、以上,,3
153,依法经营,,,
153,无不良记录,(不良)记录,,
153,具有良好的经营业绩、纳税记录和行业竞争力,(良好的经营)业绩、(经营)业绩、(纳税)记录、(行业)竞争力,,
153,原则上应已完成一轮以上融资,原则上、(一轮)以上,,
153,创办5年以上的企业,(创办5年以上的)企业,,
153,近2年累计净利润不少于500万元,(近)2年、(累计)净利润,不少于,不少、500万元
153,累计研发投入占同期销售收入的比例不低于5%,(累计研发投入占同期销售收入的)比例、(占同期销售收入的)比例,不低于,5%
153,（4）所创办企业须拥有自主知识产权的核心技术,(4）所创办企业须拥有自主知识产权的)核心技术、(创办)企业、(拥有自主知识产权的)核心技术,,4）所创办企业须拥有自主知识产权的核心技术
153,开发的产品技术先进或服务模式创新,(开发的产品技术先进或服务)模式、(产品)技术、模式,,
153,已有产品投放市场,(已有)产品、投放市场,,
153,有较强竞争力和较大市场份额,(强)竞争力、(较大)市场份额,,
153,企业具有良好的预期成长性,企业、(良好的预期)成长性、(预期)成长性,,
153,能够引领省内某个领域快速发展,(省内某个)领域,,
153,2．申报福建省“创新之星”的须符合下列条件：,(创新之)星、(下列)条件,,2．
153,（1）受聘于省内企业（含在闽央企）工作满1年,(省内)企业、1年,,1
153,并与企业签订3年以上、每年在闽工作时间不低于9个月的劳动合同,企业、以上、(每年在闽工作)时间、(工作)时间、9个月、劳动合同,不低于,3年
153,（2）年龄50周岁以下（1970年1月1日后出生）,(年龄50周岁)以下、(1970年1月1日)后,,2、50周岁
153,原则上应拥有硕士以上学位或副高级以上职称,原则上、(硕士)以上、学位、(副高级)以上、职称,,
153,（3）在科技前沿或战略性新兴产业领域取得高水平创新成果,(科技前沿或战略性新兴产业)领域、(战略性)新兴产业、领域、(高水平创新)成果,,3
153,近5年内作为主要完成人获得过省部级以上科学技术奖（国家科学技术奖排名前5、省部级科学技术奖排名前3）,(近)5年、内、(主要)完成人、(省部级)以上、奖、(国家科学技术)奖、前、(省部级)科学技术、奖、(排名)前,,5年内作为主要完成人获得过省部级以上科学技术奖（国家科学技术奖排名前5、省部级科学技术奖排名前3、3
153,（4）具备较强的团队组织能力,(强的团队组织)能力、(团队)组织、能力,,4
153,担任企业技术或研发团队负责人,(企业)技术、(团队)负责人,,
153,所带领的创新团队拥有5名以上相对固定的团队成员,(带领的创新)团队、(创新)团队、(固定的团队)成员、(团队)成员,,5名
153,具有较大创新发展潜力,发展潜力,,
153,研究开发的项目未来成长性良好,(研究开发的)项目、(项目未来)成长性,,
153,国家重要人才计划、科技部创新人才推进计划入选者,(国家重要人才)计划、(科技部创新)人才、(计划)入选者,,
153,已认定为福建省高层次人才（特级人才、A类人才）,(福建省)高层次、人才、(特级)人才、(A)类、人才,,
153,以及省引才“百人计划”、省特支人才“双百计划”、省杰出科技人才、省引进台湾高层次人才“百人计划”等人才计划的入选者不再参与申报,省、(百)人、省特、人才、计划、(省杰出)科技人才、省、(引进台湾高层次人才“百人计划”等人才计划的)入选者、(百)人、(计划”等人才)计划、(人才)计划、入选者,,百人、双百、百人
155,福建省知识产权优势企业申报申报数量,(福建省知识产权优势)企业、数量,,
155,各设区市市场监管局（知识产权局）、平潭综合实验区市场监督管理局应严格按照《管理办法》的申报条件要求,(各设区市)市场、知识产权局、(平潭综合实验区市场监督)管理局、(监督)管理局、(管理)办法、(申报)条件,,
155,重点推荐战略性新兴产业中的龙头和骨干企业,(战略性)新兴产业、龙头、骨干企业,,
155,各地推荐名额分配如下：福州、厦门和泉州市分别推荐15家企业,(各地推荐)名额、福州、厦门、泉州市、企业,,15家
155,漳州、莆田、三明、南平、龙岩和宁德市分别推荐8家企业,漳州、莆田、南平、龙岩、宁德市、企业,,三明、8家
155,平潭综合实验区推荐2家企业,(平潭综合)实验区、企业,,2家
155,申报条件,(申报)条件,,
155,申报省知识产权优势企业须同时满足以下条件：各级知识产权试点示范企业、高新技术企业或科技小巨人领军企业,(申报省知识产权优势)企业、(以下)条件、(各级知识产权试点示范)企业、(高新技术)企业、(科技)小巨人、企业,,
155,具有明确的知识产权发展战略以及健全的知识产权管理体制、激励机制、培训机制,(明确的知识产权发展)战略、(知识)产权、(发展)战略、(健全的知识产权)管理体制、(知识)产权、管理体制、激励机制、(培训)机制,,
155,设立企业主要负责人分管的知识产权管理机构,(企业主要)负责人、(分管的知识产权)管理机构、(知识)产权、管理机构,,
155,已申报知识产权专员1人以上（需经登记）,(知识产权)专员、以上,,
155,设立知识产权工作专项经费,知识产权、专项经费,,
155,企业管理人员和研发人员的知识产权培训率达到80%以上,(企业)管理人员、(研发)人员、(知识)产权、培训率、(80%)以上,,80%以上
155,一般职工的知识产权培训率达到60％以上,(一般)职工、(知识)产权、培训率、(60％)以上,,60％以上
155,申报年度前三年（指2017年至2019年,(年度)前、2017年、2019年,,
155,下同）共申请专利15件以上,(共)申请专利、以上,,15件
155,其中发明专利3件以上,(其中发明专利3件)以上,,3件
155,同时获得授权专利5件以上,专利、以上,,5件
155,其中发明专利1件以上,(其中发明专利1件)以上,,1件
155,近三个会计年度,会计年度,,三个
155,每年研发投入占年销售额（主营业务收入与其他业务收入之和）的3%以上,年销售额、(主营)业务收入、(其他)业务收入、(3%)以上,,3%以上
155,符合我省产业发展方向,(我省)产业、方向,,
155,拥有自主知识产权并实现产业化,(自主)知识产权,,
155,申报年度前三年保持盈利,(年度)前、盈利,,
155,建立知识产权保护和预警机制,知识产权、(保护和预警)机制,,
155,能够较好保护自身知识产权,(自身)知识产权,,
155,申报年度前三年无被控侵犯他人知识产权并经行政最终或司法终审认定的行为,(年度)前、(他人)知识产权、行政、(司法)终审、(认定的)行为,,
155,申报程序申报用户登录“知创中国”平台（网址：）进行注册申报,(申报)程序、用户、(知创中国”)平台、网址,,
155,已有闽政通法人账户的可直接登录,(闽)政通法人、账户,,
155,未注册的企业需先通过“福建省社会用户实名认证和授权平台”进行用户注册,(未注册的)企业、(福建省社会)用户、实名、(授权)平台、用户,,
155,注册时请选择福建省社会用户实名认证和授权平台注册页面（法人用户注册）选项,(福建省社会)用户、实名、(授权)平台、(法人)用户、(注册）)选项,,
155,申报企业在线填写《福建省知识产权优势企业（复核）申请书》,(申报)企业、(福建省知识产权优势)企业、申请书,,
155,通过系统提交至各设区市市场监管局,系统、(至各设区市市场)监管局,,
155,并提交以下书面材料：,(以下)书面材料,,
155,（1）《福建省知识产权优势企业（复核）申请书》,(1）《福建省知识产权优势企业（复核）)申请书、(福建省知识产权优势)企业、申请书,,1）《福建省知识产权优势企业（复核）申请书
155,（2）申报年度前三年授权专利清单及证书复印件、申请专利清单及证明材料（未授权的,(申报)年度、三年、(专利)清单、(证书)复印件、(申请专利)清单、材料,,2
155,提供受理通知书）,通知书,,
155,（3）企业知识产权制度复印件,(3）企业知识产权制度)复印件、(企业)知识、复印件,,3）企业知识产权制度复印件
155,（4）前三年度经审计的财务会计报告（包括会计报表、会计报表附注和财务情况说明书）,(4）前三年度经审计的财务会计)报告、(财务会计)报告、会计报表、会计报表、(财务)情况、说明书,,4）前三年度经审计的财务会计报告
155,（5）前三年研发费用证明材料（年度审计报告中有研发费用科目的,前、费用、材料、(年度审计)报告、中、(研发)费用、科目,,5
155,不需要提供,,,
155,无研发费用科目的,(研发)费用、科目,,
155,需提供加盖财务公章的研发费用明细表）,(加盖财务公章的研发费用)明细表、(研发)费用、明细表,,
155,（6）各级知识产权试点示范企业、高新技术企业、科技小巨人领军企业证书复印件或其他相关证明材料,(6）各级知识产权试点示范)企业、(各级知识产权试点示范)企业、(高新技术)企业、(科技)小巨人、复印件、(其他相关证明)材料,,6）各级知识产权试点示范企业
155,各设区市市场监管局应按照《管理办法》规定,(各设区市)市场、(管理)办法,,
155,对申报企业材料进行初审把关,(申报企业)材料,,
155,同时登录“知创中国”平台网络提交审核意见,(知创中国”)平台、(平台)网络、(审核)意见,,
155,并于2020年7月31日前将推荐函、《省知识产权优势企业申报（复核）基本情况汇总表》（见附件）、企业申报材料纸质材料一式一份,日前、函、(省)知识产权、企业、(申报（复核）基本情况汇总)表、(基本)情况、表、附件、(企业)申报材料、材料,,2020年7月31、一式一份
155,及推荐函和汇总表纸质盖章扫描件电子文档报送知识产权运用促进处,推荐函、(汇总表)纸质、(件电子)文档、知识产权、(运用促进)处,,
155,逾期不予受理,,,
155,福建省知识产权优势企业复核,(福建省知识产权优势)企业,,
155,各设区市市场监管局应重视复核工作,(各设区市)市场,,
155,精心组织、深入指导、严格程序、确保质量,精心组织、(严格)程序、质量,,
155,并认真总结经验,经验,,
155,复核范围,(复核)范围,,
155,本年度复核范围为2017年度确认和复核通过的省知识产权优势企业,(本)年度、范围、(通过的省知识产权优势)企业、(省)知识产权、企业,,
155,复核企业逾期未提交复核申请,(复核)企业,,
155,视为主动退出优势企业工作序列,(优势)企业、序列,,
155,优势企业称号自动取消,(优势)企业、称号,,
155,并,,,
155,2年内不得再次申报,(2年)内,,
155,复核方式,(复核)方式,,
155,在省局统一指导下,省局、下,,
155,各设区市市场监管局负责本辖区内的省知识产权优势企业的复核工作,(各设区市)市场、(本)辖区、(省)知识产权、企业,,
155,省局将根据需要对部分企业进行抽查,省局、需要、(部分)企业,,部分企业
155,复核内容,(复核)内容,,
155,复核按《管理办法》第四条和第十一条的要求进行,(管理)办法,,第四条、第四条和第十一、十一条
155,复核程序省知识产权优势企业,(复核)程序、企业,,
155,省知识产权优势企业登录“知创中国”平台（网址：）进行复核申报,(省)知识产权、企业、(知创中国”)平台、网址,,
155,申报企业在线填写《福建省知识产权优势企业（复核）申请书》,(申报)企业、(福建省知识产权优势)企业、申请书,,
155,通过系统网络提交至各设区市市场监管局,(系统)网络、(至各设区市市场)监管局,,
155,并向所在地设区市市场监管局（知识产权局）提交复核纸质材料,所在地、市场、知识产权局、(复核纸质)材料,,
155,设区市市场监管局,(市场)监管局,,
155,各设区市市场监管局应组织复核小组,(各设区市)市场、(复核)小组,,
155,采取审阅材料、汇报答辩、实地考察相结合的方式,(审阅材料、汇报答辩、实地考察相结合的)方式,,
155,对照《管理办法》第四条对相关企业进行复核,(管理)办法、(相关)企业,,第四条
155,并根据复核情况,(复核)情况,,
155,撰写本辖区省知识产权优势企业复核工作总结报告（包括本次企业复核情况及复核结果、近3年企业知识产权工作基本情况、出台政策、创新举措、经费投入、取得成效等内容）,(本)辖区、企业、总结报告、(包括本次企业复核情况及复核结果、近3年企业知识产权工作基本情况、出台政策、创新举措、经费投入、取得成效等)内容、(复核)情况、(复核)结果、(近)3年、产权、情况、政策、(创新)举措、经费、成效、内容,,
155,同时登录“知创中国”平台网络提交复核意见,(知创中国”)平台、(平台)网络、(复核)意见,,
155,各设区市市场监管局应于9月30日前,(各设区市)市场、监管局、9月、日前,,
155,将本辖区复核工作总结报告、《省知识产权优势企业（复核）申报基本情况汇总表》,(将本辖区复核工作总结报告、《省知识产权优势企业（复核）申报基本情况)汇总表、(省)知识产权、企业、(申报基本情况)汇总表,,
155,及复核总结报告和汇总表纸质盖章扫描件电子文档报送知识产权运用促进处,总结报告、(汇总表)纸质、(件电子)文档、知识产权、(运用促进)处,,
155,逾期不予受理,,,
156,申报单位条件在福州市内注册,(申报)单位、条件、(福州)市内,,
156,具有独立法人资格的光电企业,(具有独立法人资格的光电)企业、(光电)企业,,
156,财务管理制度健全,(财务管理)制度,,
156,能按要求报送统计数据,要求、统计数据,,
156,在信用系统中无不良记录,(信用)系统、中、(不良)记录,,
156,项目申报规定的其他条件,项目、(规定的其他)条件、(其他)条件,,
156,补助标准,(补助)标准,,
156,对主营业务收入首次超100亿元、50亿元、10亿元、5亿元的光电企业,(主营)业务收入、首次、(超100亿元、50亿元、10亿元、5亿元的光电)企业、(光电)企业,,100亿元、50亿元、100亿元、50亿元、50亿元
156,分别给予300万元、150万元、100万元、50万元的一次性奖励,,,300万元、150万元、、50万元
156,申报要求申报单位根据文件要求如实组织项目材料,(申报)要求、单位、(文件)要求、(项目)材料,,
156,并按属地原则提交纸质申报材料,(属地)原则、(纸质)申报材料,,
156,纸质材料需提供目录、标明页码、加彩色隔页、加盖骑缝章,(纸质)材料、目录、页码、(彩色)隔页、骑缝章,,
156,按顺序装订（A4纸、简装）成册,顺序、(A4)纸、简装、成册,,
156,加盖单位公章,(加盖)单位、公章,,
156,一式4份报送至县（市）区工信（经发）局,县、市、(区工)信、经发、局,,4份
156,申报单位的纸质材料经县（市）区工信（经发）局审核合格后,(申报)单位、(纸质)材料、市、(区工)信、经发、局、(审核合格)后,,
156,通过省工信厅惠企政策项目管理系统（http://220.160.168/Hqxm/Default.aspx）按属地原则填报（不能直接报送福州市工信局,(省工)信、厅、项目、(管理)系统、http://220.160.168/Hqxm/Default.aspx、(属地)原则、(福州市)工、信局,,
156,否则不予受理）,,,
156,申报单位应对申报材料的真实性、合法性、有效性负责,(申报)单位、(申报材料的)真实性、合法性、有效性,,
156,如发现弄虚作假或其他违反法律法规的行为,(其他违反法律法规的)行为,,
156,将予以通报,,,
156,三年内取消相关专项资金申报资格,(三年)内、(相关)专项资金、资格,,
156,并按相关的法律法规的规定追究相应的责任,(相关的)法律法规、(法律法规的)规定、(相应的)责任,,
156,县（市）区工信（经发）局、财政局对企业提交的所有申报材料进行认真审查,(县（市）区工)信、(区工)信、经发、局、财政局、企业、(提交的所有)申报材料、(所有)申报材料,,
156,对提供复印件的应核对原件并加盖核对章,复印件、原件、章,,
